osmid,latitude,longitude
4248838242,42.3621907,-71.0821204
4248838247,42.3627885,-71.0842309
61317281,42.3592265,-71.0872032
61317284,42.3581085,-71.090535
6114648253,42.3600511,-71.1052096
6114648254,42.360194,-71.1049779
61327096,42.3639863,-71.1057086
9632096593,42.3614375,-71.0862709
61317476,42.3594843,-71.1009714
61317501,42.3565472,-71.1048721
61317503,42.356213,-71.104251
6594863534,42.3615898,-71.1092793
61317553,42.3603084,-71.1112044
61317649,42.3594408,-71.1102038
61317651,42.3596313,-71.1105019
11748975281,42.3551488,-71.1102138
2446369622,42.3618254,-71.079259
61318066,42.3535672,-71.1046257
61318074,42.3607085,-71.0827428
61318087,42.3603319,-71.0838883
9234097169,42.3595407,-71.1038592
5674279987,42.3603613,-71.0838004
7626171491,42.3622479,-71.0838737
5458830476,42.360676,-71.0957488
7794633914,42.3566229,-71.1047905
5458830603,42.3591977,-71.0996939
5458830608,42.3591274,-71.0998406
5458830613,42.3590182,-71.1000732
61318454,42.3630698,-71.0851239
12188657052,42.3612568,-71.1057324
61318572,42.3629767,-71.0936343
61318589,42.3631419,-71.1043006
61318592,42.362326,-71.10294
61318595,42.3629273,-71.1039427
61318626,42.3633621,-71.0837939
11752005398,42.3562659,-71.1038241
4040435533,42.3596942,-71.0942229
7890165200,42.3603053,-71.1023854
7890165204,42.3604082,-71.1025654
11178027118,42.362225,-71.0907152
7890165221,42.3594248,-71.1036672
7890165231,42.3615232,-71.1060749
7890165232,42.3614618,-71.1060737
7890165294,42.3560086,-71.1054521
7890165296,42.3573197,-71.10586
531212784,42.3619498,-71.0819598
9290820336,42.356751,-71.0965124
7794600733,42.3559091,-71.0991245
7794600769,42.357995,-71.0936729
7794600771,42.358143,-71.0932284
7794600774,42.3580798,-71.0930294
7794600778,42.3582933,-71.093134
7890165384,42.3580921,-71.1072184
7890165400,42.3558474,-71.1074299
7890165401,42.35584,-71.1075801
9692752987,42.3566765,-71.0967339
7794633910,42.3569821,-71.1043267
61353248,42.354224,-71.0769453
61353260,42.3538355,-71.076758
2694721001,42.3554308,-71.0988332
2694721006,42.356779,-71.094806
2694721017,42.356184,-71.0965943
2694721022,42.3553062,-71.0989352
61353530,42.3532487,-71.0789227
61321274,42.3630562,-71.0946948
10827435148,42.3626561,-71.1082198
1705717514,42.3630637,-71.0997764
61320984,42.362863,-71.102432
61320986,42.3618769,-71.1007587
2292068139,42.3599046,-71.0876026
1524379438,42.3613415,-71.0715479
9163452275,42.3603805,-71.0954715
61321121,42.358,-71.1042345
61321125,42.3573675,-71.1059571
61321127,42.357005,-71.105312
61321123,42.357534,-71.110362
61321132,42.3578337,-71.1088031
61321134,42.3581117,-71.1072518
61321144,42.3573737,-71.1080232
61321146,42.3570834,-71.1095893
5458830470,42.3606662,-71.0963714
5458830469,42.3606422,-71.0964265
7590916052,42.359029,-71.0868651
7590916054,42.358995,-71.0869608
7590916056,42.3592515,-71.0871171
7590916076,42.3600322,-71.0875899
7870841845,42.3559633,-71.1094994
7870841848,42.3565982,-71.1088421
7928360973,42.3540424,-71.0792483
7928360974,42.354026,-71.0793104
7928360972,42.3539389,-71.0796387
61321273,42.3630994,-71.0952707
61321277,42.3634082,-71.0993912
61321305,42.3626538,-71.0990698
61321312,42.3581911,-71.0930839
61321470,42.3570082,-71.1043755
61321474,42.3559484,-71.105517
61321483,42.3620991,-71.082131
61321580,42.358986,-71.1001346
61321593,42.357458,-71.1032739
61321602,42.3575643,-71.1030259
7631024523,42.3599462,-71.0876267
7631024525,42.3600537,-71.0875254
7631024529,42.3600903,-71.0877055
7631024542,42.3610665,-71.0844975
8334324236,42.3625609,-71.1080611
61321741,42.3549532,-71.1068754
61321827,42.3586452,-71.1053084
61321828,42.3583844,-71.1048759
61321830,42.35895,-71.1058174
61321867,42.3615522,-71.1002356
61321476,42.3562563,-71.1051853
61322052,42.3632867,-71.1105403
61322085,42.3607889,-71.0853293
61322272,42.3609938,-71.0992764
61328066,42.3607572,-71.1092627
61328068,42.3617379,-71.1109105
61322354,42.3598989,-71.1016971
61322373,42.3602449,-71.1009716
61322382,42.3562848,-71.1060988
61328095,42.362231,-71.1103161
11774244042,42.3573334,-71.0926464
6100432137,42.3627194,-71.0899422
61322643,42.3617854,-71.1034355
61322647,42.3616507,-71.1035659
61552088,42.352671,-71.0810632
61322871,42.3614283,-71.1085241
61322874,42.3604928,-71.1072063
61322877,42.360584,-71.10711
61322880,42.360859,-71.106811
61322884,42.3620012,-71.1055563
61322898,42.3616044,-71.1059893
61322905,42.3624451,-71.1074049
7138784952,42.3623787,-71.1016287
61321698,42.3577128,-71.1085983
61323022,42.3608275,-71.0960005
61323024,42.3614864,-71.1061163
61323032,42.3617979,-71.0976307
61321743,42.3552275,-71.1082179
7868528680,42.3578911,-71.1088002
7868528681,42.3577509,-71.1085582
3726719016,42.3578836,-71.0940075
61323312,42.3616603,-71.0798171
4726175802,42.3635467,-71.0878559
61323402,42.3618261,-71.0862239
61323441,42.3566462,-71.1067238
61323451,42.3570644,-71.1074471
61323453,42.3570226,-71.1073753
61323454,42.3574416,-71.1069319
6154467570,42.3629854,-71.0937509
6154467573,42.3628912,-71.0936436
6154467576,42.3629698,-71.0935425
4328995185,42.3609201,-71.0882006
10737427679,42.3631454,-71.1021776
11875072403,42.3628958,-71.099492
568122717,42.3574121,-71.1038261
1872214552,42.3603643,-71.1059598
3726719625,42.3577025,-71.0945514
61422226,42.3547514,-71.077213
61422261,42.3535838,-71.0815289
61321893,42.3594051,-71.1036312
473905903,42.3630222,-71.0824092
5742705423,42.35733,-71.0928456
9634429755,42.362448,-71.0968066
9332964163,42.3607175,-71.0855476
61321917,42.360011,-71.104674
61321942,42.359734,-71.104194
9771105260,42.360741,-71.1048741
539999216,42.3563662,-71.103935
277667281,42.3599605,-71.0840693
2862973492,42.3877694,-71.119023
61324566,42.3636277,-71.1086659
61324595,42.3548194,-71.1083532
61324599,42.3547509,-71.1075485
61324628,42.356361,-71.0979648
61324630,42.3549911,-71.1094217
61324632,42.3559603,-71.0991557
61324636,42.3553541,-71.0987844
61324668,42.3571037,-71.0954635
61324673,42.3574784,-71.0952244
558677508,42.3608297,-71.1018846
3577823034,42.3608278,-71.0852161
9973710848,42.3625774,-71.0989412
12138528838,42.3578544,-71.108837
11394662604,42.3614507,-71.0753905
61358345,42.3524479,-71.0835361
12302336346,42.3623087,-71.0845878
61341769,42.3528633,-71.0787292
7899300298,42.3570175,-71.1074917
579060230,42.3590435,-71.0935712
61325933,42.354779,-71.1004929
61325942,42.3550671,-71.0988099
61326058,42.3564382,-71.0946076
61326145,42.357907,-71.0902144
61326149,42.3600926,-71.0836333
7899628454,42.3624415,-71.0862793
7899628469,42.3623246,-71.0861649
1986708487,42.3562107,-71.0962494
1986708490,42.3571121,-71.0925702
540001301,42.3609279,-71.1019978
7071581206,42.356522,-71.0971967
7727727727,42.3539388,-71.0910032
7896253552,42.3628199,-71.089974
7896253553,42.3628204,-71.0898599
61326478,42.3614864,-71.0799523
61283322,42.3561388,-71.10998
61283345,42.3568122,-71.1111466
12193385845,42.3610708,-71.1089176
7599310408,42.3586827,-71.0878953
7599310409,42.3589379,-71.0880521
61326949,42.3627203,-71.109745
2396898923,42.3622846,-71.0838224
61326955,42.362227,-71.105308
61326958,42.3617712,-71.1081468
61326960,42.3623916,-71.1002034
61326964,42.3622883,-71.0789786
61326972,42.3623391,-71.0788447
61326977,42.3611871,-71.0988265
61326981,42.3612451,-71.1087257
61326985,42.3619421,-71.1079586
61327028,42.361092,-71.106556
61327031,42.3610374,-71.0955375
61327033,42.3609107,-71.1090938
61327050,42.356992,-71.0925021
2446018253,42.358009,-71.0936308
61327065,42.363418,-71.101932
61327085,42.3635401,-71.1061998
61327089,42.3643221,-71.1074708
61327104,42.3622778,-71.1075891
61327115,42.3632142,-71.1091503
61327121,42.3632071,-71.0967081
61327122,42.3636538,-71.1037349
61327276,42.3645051,-71.1051376
61327311,42.3645801,-71.1066988
4441550154,42.3611147,-71.1023172
6868617311,42.3625993,-71.0844718
6868617312,42.3623956,-71.0847261
6868617313,42.3622213,-71.0843504
1705821939,42.3576002,-71.1029528
61327635,42.3566916,-71.0947542
61327663,42.3599749,-71.1052898
12118346051,42.3602251,-71.1036609
8522166094,42.3626674,-71.0787715
61327823,42.3572345,-71.0950822
436587028,42.3611201,-71.0883205
1705822843,42.3578637,-71.102417
1705822849,42.3579067,-71.1023295
61328012,42.3604299,-71.0864092
61328014,42.3605971,-71.1046346
61328016,42.3607194,-71.1045058
61328018,42.3604049,-71.1096505
61328020,42.3596141,-71.1083272
61328027,42.3600049,-71.0876593
61328029,42.3601424,-71.1127706
61328031,42.3598741,-71.1030592
1705822880,42.3580644,-71.1020089
61328038,42.360057,-71.107667
61328055,42.3612644,-71.1114621
61328060,42.3586352,-71.1067005
61328062,42.3611147,-71.1040784
61328079,42.3622044,-71.084223
61328085,42.3630743,-71.1067124
61328089,42.3620639,-71.0996629
6755797727,42.362186,-71.1019641
61328105,42.3594165,-71.1135681
61328107,42.3602606,-71.0973002
61328115,42.3595507,-71.1082265
61328117,42.358999,-71.108813
61328119,42.3591526,-71.1061557
1705790246,42.3574298,-71.1037017
61328171,42.3537574,-71.103619
1705790264,42.3575025,-71.103539
61328222,42.3534311,-71.1071293
5742709601,42.361898,-71.0969579
61328344,42.3552198,-71.1063262
11972267243,42.3578556,-71.0940915
6758780152,42.3564397,-71.1084309
6758780154,42.3549122,-71.1089808
61328707,42.363017,-71.107646
12193385834,42.3609495,-71.1095859
4406201720,42.3619059,-71.0938619
12036296263,42.3563322,-71.0980669
12036296266,42.3562427,-71.0983458
275304150,42.3626894,-71.0908907
275304151,42.3626161,-71.0909985
275304153,42.3620884,-71.0920324
7632047882,42.3619807,-71.0795876
9251082073,42.3622877,-71.0848273
10802548575,42.3623033,-71.0861674
5456384056,42.3552778,-71.1028864
5456384058,42.3552442,-71.1028661
5456384066,42.35586,-71.1032375
5456384068,42.3550962,-71.1017536
275304164,42.3537005,-71.1088139
61329647,42.3602822,-71.1097855
275304165,42.3534541,-71.1091097
275304167,42.3530544,-71.109662
7866981394,42.3611568,-71.0988938
7866981396,42.3614147,-71.0985706
7866981398,42.3613878,-71.0983665
61329812,42.3613451,-71.0984637
61329818,42.3616273,-71.0789557
61329844,42.3629644,-71.0996101
6540251571,42.353284,-71.0787991
6540251572,42.3532176,-71.0790349
61329857,42.3625821,-71.0882007
61329862,42.3624257,-71.0953482
61329864,42.362695,-71.104792
7866981441,42.3611102,-71.0955273
579064852,42.3597571,-71.0943013
61330557,42.3603244,-71.0867182
61330591,42.3619102,-71.103991
61330593,42.3622991,-71.104637
6114648249,42.3591159,-71.1060944
6114648251,42.3591923,-71.1062207
6114648252,42.3600011,-71.1053348
61330688,42.3614674,-71.0801823
568218934,42.3557941,-71.0965348
61330765,42.3611242,-71.0814817
568218971,42.3560536,-71.0966897
61330797,42.3594034,-71.1095239
277667344,42.362199,-71.0790051
61363608,42.3536377,-71.07912
12188341782,42.3624232,-71.0860483
12188341783,42.3625651,-71.088
2694895127,42.3592862,-71.0870136
2694895134,42.3591831,-71.0873245
2694895140,42.3589488,-71.0871018
540399232,42.3608894,-71.1033789
540399235,42.3624221,-71.1017065
540399255,42.3619153,-71.1022595
540399260,42.3612363,-71.1025385
5674292976,42.3611898,-71.0816521
7896061704,42.3630342,-71.0952782
1705793314,42.3575038,-71.1031489
7891014277,42.3626844,-71.1097879
7891014278,42.3626897,-71.1096935
7891014279,42.3627615,-71.1096954
7891014280,42.362762,-71.1098088
7891014281,42.362468,-71.1101412
1009702849,42.3573551,-71.0927225
61329879,42.359835,-71.1102888
7890163697,42.3624013,-71.1017292
7890163698,42.3612053,-71.1038946
7890163721,42.359544,-71.1010758
7890163724,42.3602702,-71.1009126
7890163727,42.3619992,-71.0995577
7890163738,42.3610424,-71.099358
7890163766,42.3614667,-71.1029035
7890163773,42.3617559,-71.1033856
7890163774,42.361745,-71.1034727
7890163780,42.3611541,-71.1041429
7890163781,42.3599503,-71.1016207
7890163783,42.3598487,-71.1016053
2682542183,42.3550041,-71.1069244
2682542192,42.3552459,-71.1083167
6339188924,42.3609969,-71.0842966
568219843,42.3559095,-71.0961755
7887345934,42.361151,-71.0816146
61331756,42.3582717,-71.1095868
61331783,42.362664,-71.100651
61331824,42.3614033,-71.0969681
61331830,42.3611122,-71.0843674
8580815243,42.3624612,-71.0820839
8580815247,42.3625844,-71.0820699
568220056,42.3571595,-71.0925935
61331888,42.3603542,-71.1024737
61331901,42.3602244,-71.1050271
277666264,42.3610787,-71.078815
7884019592,42.3628964,-71.1039749
7884019593,42.3623332,-71.1046003
7884019594,42.3627423,-71.1048714
7884019598,42.362475,-71.1049302
61332114,42.3627762,-71.0821756
6756031135,42.3583257,-71.1014775
61332136,42.361766,-71.0819799
6264380259,42.3625749,-71.0881211
61332423,42.3608697,-71.081473
61332432,42.3608736,-71.0819977
9291062356,42.3598952,-71.0981184
7579360337,42.3565269,-71.0968077
7579360368,42.3609763,-71.0819908
7579360375,42.3617116,-71.0797795
6594977019,42.3595681,-71.1057197
61321378,42.3625294,-71.0967938
61332862,42.361646,-71.0819399
61332865,42.3610909,-71.1022764
9234097173,42.3599486,-71.1031882
277667224,42.3614614,-71.0797189
9234097176,42.3600597,-71.1033781
7890165186,42.359968,-71.1018166
7890165209,42.3599009,-71.1031066
7890165214,42.3606883,-71.1044526
7890165216,42.3605629,-71.1046706
7890165228,42.3614449,-71.1061646
7890165236,42.3619085,-71.1079032
7890165239,42.3618897,-71.1080163
7890165245,42.3610393,-71.1066116
7890165246,42.3608231,-71.1067492
7890165254,42.3611319,-71.1066214
61333001,42.3591177,-71.1098174
7890165256,42.3618292,-71.100682
277667346,42.3620912,-71.0788922
313974302,42.3607963,-71.0853101
7890165282,42.3594172,-71.1008566
7890165289,42.358953,-71.1002016
7890165290,42.3590254,-71.100203
7890165291,42.3589485,-71.1000737
7890165297,42.3570468,-71.1053865
7890165317,42.3579023,-71.105473
7890165320,42.3583479,-71.1048155
7890165323,42.3584106,-71.1049168
7890165333,42.3592044,-71.1061005
7890165336,42.3591054,-71.1062056
7890165337,42.3604705,-71.1071644
7890165338,42.3605304,-71.1071698
7890165339,42.3606285,-71.1071833
7890165351,42.3600961,-71.1076257
7890165353,42.3600355,-71.1076311
7890165354,42.3600277,-71.1076994
7890165362,42.3618138,-71.1082185
7890165364,42.3595064,-71.1081573
7890165365,42.3594867,-71.1082899
7890165363,42.3596118,-71.108163
7890165371,42.358663,-71.1067469
7890165375,42.3586029,-71.1066482
7890165376,42.3585762,-71.106755
7890165377,42.357421,-71.1060443
7890165382,42.3580717,-71.1072939
7890165385,42.3581374,-71.1072953
7890165397,42.3552996,-71.1081554
7890165403,42.3552807,-71.10624
7890165409,42.3552109,-71.1080994
7890165405,42.3552566,-71.1063929
7890165417,42.3550019,-71.1067558
7890165436,42.3566801,-71.1067943
7890165437,42.3577073,-71.1066381
7890165438,42.3570521,-71.107347
7890165446,42.3573472,-71.1079732
7890165447,42.3574156,-71.1079798
11752005397,42.3584084,-71.0994745
11752005399,42.3605056,-71.0952191
11752005401,42.3604384,-71.0953548
1052761892,42.3627853,-71.0844561
1052761909,42.3627158,-71.0843304
4978270144,42.3551567,-71.1064197
568123402,42.3576304,-71.10369
8518885434,42.3628404,-71.0907022
1872214554,42.3609874,-71.1052841
7631495292,42.3721333,-71.1155057
61333688,42.3640411,-71.1083116
61333698,42.3618942,-71.0968941
11749286108,42.3574272,-71.0951942
2501927209,42.3619698,-71.0794315
2501927217,42.3620573,-71.0830162
579068301,42.3595532,-71.0940503
8323097150,42.3560836,-71.1053714
61317399,42.3626696,-71.1123566
1706419053,42.3558779,-71.105593
1706419061,42.3559932,-71.1055946
1706419105,42.35652,-71.1048223
11748966997,42.3552631,-71.1101661
9632179205,42.355501,-71.103021
8602936356,42.3623234,-71.0849789
438265036,42.3606255,-71.0818876
7069459786,42.3594058,-71.1065787
1629873493,42.3521494,-71.1109938
3687638510,42.359708,-71.0985436
1706518119,42.3573744,-71.1039393
1706518164,42.3578295,-71.1039498
1819633310,42.3627639,-71.0907938
365389800,42.3616533,-71.0928932
7896983860,42.362376,-71.0953547
7896983862,42.3631051,-71.0953467
8501422396,42.3618792,-71.0793475
7896983875,42.3627477,-71.0897293
7896983876,42.3626875,-71.0897482
2292083013,42.3593134,-71.087244
4259113315,42.3546276,-71.1103873
4259113316,42.3548721,-71.1087164
4259113320,42.3549255,-71.1084199
4259113324,42.3550609,-71.1082957
2292050356,42.3610604,-71.0882851
3577801304,42.3605034,-71.0863983
3577801305,42.3604934,-71.0862133
4258949891,42.3633027,-71.1001762
4258949892,42.3633247,-71.0994284
6154480511,42.3548902,-71.1023381
7890165373,42.3586862,-71.1066465
4257901545,42.3638798,-71.0896019
4257901548,42.3651494,-71.0924573
5828537345,42.3575021,-71.0951531
540404767,42.360577,-71.1002058
7579360324,42.3570337,-71.0925272
7890165381,42.3581523,-71.1072096
5458914500,42.3609475,-71.0848588
4330581232,42.3576663,-71.0946601
7890165394,42.3566141,-71.1066702
365391365,42.3620144,-71.093427
11419512330,42.3629169,-71.1010815
11419512337,42.363019,-71.1012552
9070976123,42.3556263,-71.1001627
7890366333,42.3613737,-71.102772
7890366334,42.3614462,-71.1027713
7890366335,42.3613781,-71.1028456
7890366336,42.3609435,-71.1033198
7890366338,42.3610346,-71.1041623
7890366340,42.3619775,-71.1055155
6755381186,42.3625412,-71.0876347
6755381189,42.3625335,-71.0875163
61328087,42.3625119,-71.1049909
9908416764,42.3613117,-71.1039009
61328091,42.3624299,-71.1100895
7500001764,42.3541943,-71.0792551
7500001765,42.3541538,-71.079301
3622695526,42.361824,-71.0801706
3622695549,42.3612866,-71.0790958
9672880783,42.3548307,-71.1025596
542896904,42.3615259,-71.0862589
542897019,42.3609385,-71.0882092
11749290917,42.3577935,-71.092889
11749290927,42.3573175,-71.0926899
11749290935,42.3574773,-71.0926819
11749290937,42.3574957,-71.0926909
11749290938,42.3574664,-71.0927838
12031587416,42.3616096,-71.0843016
7899346101,42.3627236,-71.1047625
7899346119,42.3573578,-71.1039747
568128732,42.3598503,-71.1061328
4523816214,42.3630409,-71.1066571
8121513391,42.3543845,-71.0802212
8121513392,42.3543369,-71.0801977
4557338198,42.3583783,-71.0994447
5458834102,42.3595907,-71.1011581
11239815292,42.3569448,-71.1044438
7130577059,42.3587318,-71.1083399
5160925350,42.3612298,-71.0843505
5160925351,42.3604162,-71.0839401
5160925355,42.3621535,-71.0842297
7672953215,42.3585981,-71.1009234
944732546,42.3752569,-71.0851266
579041672,42.3625421,-71.100445
5737576852,42.3615111,-71.096942
5737576855,42.3619069,-71.0975891
5737576866,42.3609048,-71.0961465
5737576872,42.3607549,-71.0958669
5737576885,42.3616925,-71.0976947
7890165217,42.3606256,-71.104682
61438475,42.3541717,-71.079818
4259445296,42.3633357,-71.0898491
7871560264,42.3559455,-71.107588
7871560265,42.360092,-71.1077255
1052736143,42.3617848,-71.0796524
8498576017,42.3607086,-71.0813873
61501085,42.3530596,-71.0812627
5264309592,42.3536707,-71.0789955
5264309595,42.3537431,-71.0791259
61331832,42.3612422,-71.1039695
1722449464,42.3624122,-71.1056141
1722449465,42.3621038,-71.1058894
61331837,42.3577334,-71.1066058
61331842,42.3578714,-71.1054213
61341270,42.352282,-71.0808635
4257906295,42.3631648,-71.0855886
61331850,42.3559013,-71.1075157
1628602029,42.3625715,-71.0883448
1628602041,42.3626386,-71.0883695
1628602067,42.3627046,-71.0882059
2600861579,42.3574579,-71.0925164
2600861581,42.3513181,-71.0898595
2600861583,42.3570331,-71.0927475
2600861586,42.3513637,-71.0897419
621117407,42.361581,-71.1073628
621117424,42.3611108,-71.1079923
